sogn_idx,sogn,kommune,kommune_idx,landsdel,landsdel_idx,region,region_idx,land,land_idx
1881,9247,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1882,8707,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1883,9243,Gribskov,29,Østsjælland,5,Sjælland,2,Danmark,1
1884,7783,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
1885,7572,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1886,7698,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1887,8815,Holstebro,40,Sydjylland,8,Syddanmark,3,Danmark,1
1888,9169,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1889,8560,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1890,9051,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1891,7469,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1892,7468,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1893,8159,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1894,8465,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1895,7601,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1896,7107,Frederiksberg,21,Nordsjælland,3,Hovedstaden,1,Danmark,1
1897,8692,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1898,7778,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
1899,9010,Aabenraa,1,Nordjylland,11,Nordjylland,5,Danmark,1
1900,8816,Struer,84,Sydjylland,8,Syddanmark,3,Danmark,1
1901,9148,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
1902,7724,Nyborg,64,Østjylland,10,Midtjylland,4,Danmark,1
1903,9164,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1904,9183,Samsø,76,Vestjylland,9,Midtjylland,4,Danmark,1
1905,7702,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
1906,7345,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
1907,7710,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
1908,9278,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1909,8546,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1910,8018,Silkeborg,77,Vestjylland,9,Midtjylland,4,Danmark,1
1911,9178,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1912,7654,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1913,7057,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1914,9019,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1915,7677,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1916,8350,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1917,7119,Lyngby-Taarbæk,57,Bornholm,4,Hovedstaden,1,Danmark,1
1918,7640,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1919,7050,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1920,8749,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1921,7270,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1922,7757,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1923,8635,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1924,8855,Struer,84,Sydjylland,8,Syddanmark,3,Danmark,1
1925,8417,Brønderslev,11,Fyn,7,Syddanmark,3,Danmark,1
1926,7108,Frederiksberg,21,Nordsjælland,3,Hovedstaden,1,Danmark,1
1927,8052,Horsens,41,Vestjylland,9,Midtjylland,4,Danmark,1
1928,8399,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1929,8454,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1930,9229,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1931,7348,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
1932,8840,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
1933,8813,Holstebro,40,Sydjylland,8,Syddanmark,3,Danmark,1
1934,8790,Herning,36,Sydjylland,8,Syddanmark,3,Danmark,1
1935,7418,Frederikssund,23,Østsjælland,5,Sjælland,2,Danmark,1
1936,7562,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1937,7571,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1938,7246,Holbæk,39,Københavns omegn,2,Hovedstaden,1,Danmark,1
1939,7893,Vejle,94,Nordjylland,11,Nordjylland,5,Danmark,1
1940,7066,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1941,8481,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1942,8231,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1943,7594,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1944,7598,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1945,9072,Gladsaxe,26,Bornholm,4,Hovedstaden,1,Danmark,1
1946,7632,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1947,7581,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1948,8720,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1949,8572,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1950,8964,Haderslev,31,Nordjylland,11,Nordjylland,5,Danmark,1
1951,9111,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
1952,9171,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
1953,8680,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1954,8365,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1955,8407,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1956,9225,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1957,7064,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1958,8482,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1959,7081,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1960,7308,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
1961,8086,Odder,66,Vestjylland,9,Midtjylland,4,Danmark,1
1962,7415,Hillerød,37,Østsjælland,5,Sjælland,2,Danmark,1
1963,8480,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1964,8261,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1965,8123,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
1966,8377,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1967,8713,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1968,7856,Nordfyns,63,Østjylland,10,Midtjylland,4,Danmark,1
1969,8121,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
1970,7564,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1971,7776,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
1972,8614,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1973,8359,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1974,7642,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1975,8975,Haderslev,31,Nordjylland,11,Nordjylland,5,Danmark,1
1976,8387,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1977,7258,Odsherred,68,Københavns omegn,2,Hovedstaden,1,Danmark,1
1978,7580,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1979,7083,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1980,7656,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1981,8183,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1982,7666,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1983,7578,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1984,7660,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1985,8649,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1986,7717,Ærø,98,Østjylland,10,Midtjylland,4,Danmark,1
1987,7745,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
1988,7062,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1989,7104,Frederiksberg,21,Nordsjælland,3,Hovedstaden,1,Danmark,1
1990,7046,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1991,8740,Holstebro,40,Sydjylland,8,Syddanmark,3,Danmark,1
1992,7135,Herlev,35,Bornholm,4,Hovedstaden,1,Danmark,1
1993,7929,Kolding,50,Nordjylland,11,Nordjylland,5,Danmark,1
1994,7084,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1995,7603,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1996,9235,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1997,7061,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1998,8548,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1999,7648,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2000,7674,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2001,7261,Odsherred,68,Københavns omegn,2,Hovedstaden,1,Danmark,1
2002,7630,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2003,9244,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
2004,7085,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
2005,7024,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
2006,8345,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
2007,7321,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
2008,7711,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
2009,8437,Læsø,58,Fyn,7,Syddanmark,3,Danmark,1
2010,7105,Frederiksberg,21,Nordsjælland,3,Hovedstaden,1,Danmark,1
2011,7191,Tårnby,89,Nordsjælland,3,Hovedstaden,1,Danmark,1
2012,9293,Kerteminde,49,Østjylland,10,Midtjylland,4,Danmark,1
2013,7304,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
2014,7559,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
2015,9216,Mariagerfjord,59,Fyn,7,Syddanmark,3,Danmark,1
2016,8715,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
2017,8259,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
2018,9228,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
2019,9246,Odsherred,68,Københavns omegn,2,Hovedstaden,1,Danmark,1
2020,7658,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2021,7651,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2022,7670,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2023,7483,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
2024,7481,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
2025,7063,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
2026,8471,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
2027,7695,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
2028,7557,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
2029,9242,Frederikssund,23,Østsjælland,5,Sjælland,2,Danmark,1
2030,7326,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
2031,7552,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
2032,7927,Kolding,50,Nordjylland,11,Nordjylland,5,Danmark,1
2033,8613,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
2034,7038,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
2035,8348,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
2036,9082,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2037,7055,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
2038,7457,Frederikssund,23,Østsjælland,5,Sjælland,2,Danmark,1
2039,7652,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2040,8117,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
2041,7708,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
2042,7260,Odsherred,68,Københavns omegn,2,Hovedstaden,1,Danmark,1
2043,7673,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2044,9066,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
2045,8438,Læsø,58,Fyn,7,Syddanmark,3,Danmark,1
2046,7086,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
2047,7822,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
2048,8053,Horsens,41,Vestjylland,9,Midtjylland,4,Danmark,1
2049,7801,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
2050,9112,Hedensted,33,Vestjylland,9,Midtjylland,4,Danmark,1
2051,7655,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2052,8476,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
2053,7566,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
2054,8373,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
2055,7466,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
2056,7102,Frederiksberg,21,Nordsjælland,3,Hovedstaden,1,Danmark,1
2057,7659,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2058,7607,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
2059,7560,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
2060,9254,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
2061,7510,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
2062,8907,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
2063,9077,Horsens,41,Vestjylland,9,Midtjylland,4,Danmark,1
2064,8789,Herning,36,Sydjylland,8,Syddanmark,3,Danmark,1
2065,9062,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
2066,8114,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
2067,7741,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
2068,7703,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
2069,7653,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2070,8988,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
2071,7533,Faxe,18,Københavns omegn,2,Hovedstaden,1,Danmark,1
2072,8439,Læsø,58,Fyn,7,Syddanmark,3,Danmark,1
2073,8659,Struer,84,Sydjylland,8,Syddanmark,3,Danmark,1
2074,9175,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
2075,8239,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
2076,8299,Rebild,70,Fyn,7,Syddanmark,3,Danmark,1
2077,7039,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
2078,7895,Vejle,94,Nordjylland,11,Nordjylland,5,Danmark,1
2079,7667,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2080,7676,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
2081,7718,Ærø,98,Østjylland,10,Midtjylland,4,Danmark,1
2082,7765,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
2083,8739,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
2084,8473,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
2085,7489,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
2086,7641,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2087,8865,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
2088,8118,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
2089,8285,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
2090,9249,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
2091,7911,Fredericia,20,Nordjylland,11,Nordjylland,5,Danmark,1
2092,8882,Varde,92,Nordjylland,11,Nordjylland,5,Danmark,1
2093,7259,Odsherred,68,Københavns omegn,2,Hovedstaden,1,Danmark,1
2094,9147,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
2095,7909,Fredericia,20,Nordjylland,11,Nordjylland,5,Danmark,1
2096,7714,Ærø,98,Østjylland,10,Midtjylland,4,Danmark,1
2097,8905,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
2098,8120,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
2099,7527,Faxe,18,Københavns omegn,2,Hovedstaden,1,Danmark,1
2100,7600,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
2101,8375,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
2102,7774,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
2103,7713,Ærø,98,Østjylland,10,Midtjylland,4,Danmark,1
2104,8182,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
2105,7438,Helsingør,34,Østsjælland,5,Sjælland,2,Danmark,1
2106,8132,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
2107,7582,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
2108,7257,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
2109,8165,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
2110,7712,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
2111,8116,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
2112,8425,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
2113,7705,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
2114,7894,Vejle,94,Nordjylland,11,Nordjylland,5,Danmark,1
2115,7781,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
2116,8017,Silkeborg,77,Vestjylland,9,Midtjylland,4,Danmark,1
2117,7779,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
2118,7775,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
2119,7744,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
2120,8115,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
2121,9248,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2122,8367,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
2123,8181,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
2124,7327,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
2125,8364,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
2126,8119,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
2127,7584,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
2128,8906,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
2129,7693,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
2130,8368,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
2131,8369,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
2132,8366,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
2133,7764,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
2134,8862,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
2135,7668,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2136,8059,Horsens,41,Vestjylland,9,Midtjylland,4,Danmark,1
2137,7485,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
2138,7669,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
2139,8866,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
2140,8894,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
