sogn_idx,sogn,kommune,kommune_idx,landsdel,landsdel_idx,region,region_idx,land,land_idx
1169,7339,Sorø,82,Københavns omegn,2,Hovedstaden,1,Danmark,1
1170,7474,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1171,7626,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1172,7288,Holbæk,39,Københavns omegn,2,Hovedstaden,1,Danmark,1
1173,7164,Lejre,54,Byen København,1,Hovedstaden,1,Danmark,1
1174,8185,Mariagerfjord,59,Fyn,7,Syddanmark,3,Danmark,1
1175,8695,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1176,7917,Vejle,94,Nordjylland,11,Nordjylland,5,Danmark,1
1177,8896,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
1178,7664,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1179,9193,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
1180,9156,Brønderslev,11,Fyn,7,Syddanmark,3,Danmark,1
1181,9323,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1182,8095,Odder,66,Vestjylland,9,Midtjylland,4,Danmark,1
1183,8218,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1184,7338,Sorø,82,Københavns omegn,2,Hovedstaden,1,Danmark,1
1185,7828,Middelfart,60,Østjylland,10,Midtjylland,4,Danmark,1
1186,8451,Brønderslev,11,Fyn,7,Syddanmark,3,Danmark,1
1187,7390,Sorø,82,Københavns omegn,2,Hovedstaden,1,Danmark,1
1188,8340,Rebild,70,Fyn,7,Syddanmark,3,Danmark,1
1189,7233,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
1190,7554,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1191,7742,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
1192,8300,Rebild,70,Fyn,7,Syddanmark,3,Danmark,1
1193,7756,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1194,7113,Gentofte,25,Bornholm,4,Hovedstaden,1,Danmark,1
1195,8710,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1196,8774,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1197,9057,Aabenraa,1,Nordjylland,11,Nordjylland,5,Danmark,1
1198,8444,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1199,7441,Helsingør,34,Østsjælland,5,Sjælland,2,Danmark,1
1200,7570,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1201,8764,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1202,7836,Middelfart,60,Østjylland,10,Midtjylland,4,Danmark,1
1203,7526,Stevns,83,Københavns omegn,2,Hovedstaden,1,Danmark,1
1204,8757,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1205,8936,Kolding,50,Nordjylland,11,Nordjylland,5,Danmark,1
1206,9124,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1207,8974,Haderslev,31,Nordjylland,11,Nordjylland,5,Danmark,1
1208,7423,Frederikssund,23,Østsjælland,5,Sjælland,2,Danmark,1
1209,8394,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1210,7424,Frederikssund,23,Østsjælland,5,Sjælland,2,Danmark,1
1211,7400,Halsnæs,32,Østsjælland,5,Sjælland,2,Danmark,1
1212,8497,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1213,7796,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
1214,8309,Mariagerfjord,59,Fyn,7,Syddanmark,3,Danmark,1
1215,8738,Varde,92,Nordjylland,11,Nordjylland,5,Danmark,1
1216,8298,Rebild,70,Fyn,7,Syddanmark,3,Danmark,1
1217,7634,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1218,8539,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1219,7389,Sorø,82,Københavns omegn,2,Hovedstaden,1,Danmark,1
1220,7512,Faxe,18,Københavns omegn,2,Hovedstaden,1,Danmark,1
1221,7831,Middelfart,60,Østjylland,10,Midtjylland,4,Danmark,1
1222,9025,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1223,7760,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
1224,7436,Hillerød,37,Østsjælland,5,Sjælland,2,Danmark,1
1225,8005,Ikast-Brande,45,Sydjylland,8,Syddanmark,3,Danmark,1
1226,7806,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
1227,7688,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1228,8433,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1229,7852,Nordfyns,63,Østjylland,10,Midtjylland,4,Danmark,1
1230,7219,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1231,7689,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1232,8022,Favrskov,17,Vestjylland,9,Midtjylland,4,Danmark,1
1233,7226,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1234,9135,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
1235,7486,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1236,8712,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1237,7788,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
1238,7495,Stevns,83,Københavns omegn,2,Hovedstaden,1,Danmark,1
1239,7883,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1240,7886,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
1241,7602,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1242,7518,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
1243,9088,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
1244,8957,Haderslev,31,Nordjylland,11,Nordjylland,5,Danmark,1
1245,8289,Rebild,70,Fyn,7,Syddanmark,3,Danmark,1
1246,9081,Tårnby,89,Nordsjælland,3,Hovedstaden,1,Danmark,1
1247,9291,Varde,92,Nordjylland,11,Nordjylland,5,Danmark,1
1248,9036,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1249,8430,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1250,7144,Brøndby,10,Bornholm,4,Hovedstaden,1,Danmark,1
1251,7549,Stevns,83,Københavns omegn,2,Hovedstaden,1,Danmark,1
1252,8833,Holstebro,40,Sydjylland,8,Syddanmark,3,Danmark,1
1253,8178,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
1254,9116,Kolding,50,Nordjylland,11,Nordjylland,5,Danmark,1
1255,8434,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1256,8152,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1257,7719,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1258,8848,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
1259,7040,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1260,8921,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
1261,8217,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1262,7589,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1263,7588,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1264,8985,Kolding,50,Nordjylland,11,Nordjylland,5,Danmark,1
1265,9252,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
1266,7610,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1267,8555,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1268,8311,Mariagerfjord,59,Fyn,7,Syddanmark,3,Danmark,1
1269,9063,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1270,8103,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
1271,7608,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1272,8363,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1273,8467,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1274,9000,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1275,8719,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1276,7766,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1277,7454,Frederikssund,23,Østsjælland,5,Sjælland,2,Danmark,1
1278,7501,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
1279,8179,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
1280,8585,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1281,7633,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1282,8602,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1283,8157,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1284,7985,Vejle,94,Nordjylland,11,Nordjylland,5,Danmark,1
1285,8520,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1286,9226,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1287,7597,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1288,7882,Kerteminde,49,Østjylland,10,Midtjylland,4,Danmark,1
1289,7817,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
1290,8268,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1291,8122,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
1292,7590,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1293,7751,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1294,8508,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1295,7090,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1296,7691,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1297,9055,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1298,8596,Silkeborg,77,Vestjylland,9,Midtjylland,4,Danmark,1
1299,8945,Billund,8,Nordjylland,11,Nordjylland,5,Danmark,1
1300,8352,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1301,8677,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1302,8204,Mariagerfjord,59,Fyn,7,Syddanmark,3,Danmark,1
1303,8341,Rebild,70,Fyn,7,Syddanmark,3,Danmark,1
1304,7534,Faxe,18,Københavns omegn,2,Hovedstaden,1,Danmark,1
1305,9024,Aabenraa,1,Nordjylland,11,Nordjylland,5,Danmark,1
1306,8358,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1307,8958,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1308,7913,Fredericia,20,Nordjylland,11,Nordjylland,5,Danmark,1
1309,8570,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1310,8841,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
1311,8356,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1312,7392,Gribskov,29,Østsjælland,5,Sjælland,2,Danmark,1
1313,7333,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
1314,9037,Haderslev,31,Nordjylland,11,Nordjylland,5,Danmark,1
1315,8087,Odder,66,Vestjylland,9,Midtjylland,4,Danmark,1
1316,9234,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1317,7439,Helsingør,34,Østsjælland,5,Sjælland,2,Danmark,1
1318,8991,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1319,7234,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1320,7544,Faxe,18,Københavns omegn,2,Hovedstaden,1,Danmark,1
1321,7263,Odsherred,68,Københavns omegn,2,Hovedstaden,1,Danmark,1
1322,7068,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1323,7847,Odense,67,Østjylland,10,Midtjylland,4,Danmark,1
1324,8416,Brønderslev,11,Fyn,7,Syddanmark,3,Danmark,1
1325,8900,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
1326,7490,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1327,8510,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1328,9260,Aabenraa,1,Nordjylland,11,Nordjylland,5,Danmark,1
1329,7332,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
1330,8521,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1331,7592,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1332,9079,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1333,9087,Fredericia,20,Nordjylland,11,Nordjylland,5,Danmark,1
1334,9190,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1335,7829,Middelfart,60,Østjylland,10,Midtjylland,4,Danmark,1
1336,8294,Rebild,70,Fyn,7,Syddanmark,3,Danmark,1
1337,7500,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
1338,7189,Ballerup,7,Bornholm,4,Hovedstaden,1,Danmark,1
1339,9153,Varde,92,Nordjylland,11,Nordjylland,5,Danmark,1
1340,8810,Herning,36,Sydjylland,8,Syddanmark,3,Danmark,1
1341,9106,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
1342,7267,Odsherred,68,Københavns omegn,2,Hovedstaden,1,Danmark,1
1343,7585,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1344,7269,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1345,8587,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1346,7379,Faxe,18,Københavns omegn,2,Hovedstaden,1,Danmark,1
1347,9161,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1348,8558,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1349,7721,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1350,8414,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1351,7221,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1352,7524,Faxe,18,Københavns omegn,2,Hovedstaden,1,Danmark,1
1353,7700,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1354,7214,Køge,52,Byen København,1,Hovedstaden,1,Danmark,1
1355,8195,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1356,8699,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1357,9256,Nyborg,64,Østjylland,10,Midtjylland,4,Danmark,1
1358,8556,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1359,7832,Middelfart,60,Østjylland,10,Midtjylland,4,Danmark,1
1360,7349,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
1361,9194,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1362,8498,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1363,9149,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1364,8583,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1365,8971,Haderslev,31,Nordjylland,11,Nordjylland,5,Danmark,1
1366,8291,Rebild,70,Fyn,7,Syddanmark,3,Danmark,1
1367,7087,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1368,9027,Aabenraa,1,Nordjylland,11,Nordjylland,5,Danmark,1
1369,8531,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1370,8189,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1371,7480,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1372,7477,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1373,9095,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1374,9176,Holbæk,39,Københavns omegn,2,Hovedstaden,1,Danmark,1
1375,7491,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1376,7767,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1377,8573,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1378,9016,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1379,8950,Vejen,93,Nordjylland,11,Nordjylland,5,Danmark,1
1380,8236,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1381,8657,Struer,84,Sydjylland,8,Syddanmark,3,Danmark,1
1382,8891,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
1383,7690,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1384,8871,Varde,92,Nordjylland,11,Nordjylland,5,Danmark,1
1385,7525,Faxe,18,Københavns omegn,2,Hovedstaden,1,Danmark,1
1386,9146,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
1387,7761,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1388,7815,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
1389,8997,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1390,7556,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1391,8428,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1392,7478,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1393,8192,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1394,8426,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1395,7979,Billund,8,Nordjylland,11,Nordjylland,5,Danmark,1
1396,8302,Rebild,70,Fyn,7,Syddanmark,3,Danmark,1
1397,9207,Holstebro,40,Sydjylland,8,Syddanmark,3,Danmark,1
1398,7604,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1399,8281,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1400,7026,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1401,8584,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1402,7123,Lyngby-Taarbæk,57,Bornholm,4,Hovedstaden,1,Danmark,1
1403,8843,Lemvig,55,Sydjylland,8,Syddanmark,3,Danmark,1
1404,8235,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1405,8277,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1406,8926,Vejen,93,Nordjylland,11,Nordjylland,5,Danmark,1
1407,7508,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1408,8000,Ikast-Brande,45,Sydjylland,8,Syddanmark,3,Danmark,1
1409,7407,Halsnæs,32,Østsjælland,5,Sjælland,2,Danmark,1
1410,8822,Struer,84,Sydjylland,8,Syddanmark,3,Danmark,1
1411,9109,Vordingborg,97,Københavns omegn,2,Hovedstaden,1,Danmark,1
1412,7575,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1413,8191,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1414,9202,Holstebro,40,Sydjylland,8,Syddanmark,3,Danmark,1
1415,7860,Nordfyns,63,Østjylland,10,Midtjylland,4,Danmark,1
1416,8995,Sønderborg,87,Nordjylland,11,Nordjylland,5,Danmark,1
1417,9160,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
1418,8213,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1419,8297,Rebild,70,Fyn,7,Syddanmark,3,Danmark,1
1420,9209,Herning,36,Sydjylland,8,Syddanmark,3,Danmark,1
1421,8260,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1422,9162,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
1423,8154,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1424,8673,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1425,8424,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1426,8660,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1427,8765,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1428,9136,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1429,8406,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1430,8343,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1431,8545,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1432,7109,Frederiksberg,21,Nordsjælland,3,Hovedstaden,1,Danmark,1
1433,8003,Hedensted,33,Vestjylland,9,Midtjylland,4,Danmark,1
1434,7310,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
1435,7307,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
1436,8718,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1437,8553,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
1438,8967,Haderslev,31,Nordjylland,11,Nordjylland,5,Danmark,1
1439,7147,Glostrup,27,Bornholm,4,Hovedstaden,1,Danmark,1
1440,7820,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
1441,9220,Brønderslev,11,Fyn,7,Syddanmark,3,Danmark,1
1442,8447,Frederikshavn,22,Fyn,7,Syddanmark,3,Danmark,1
1443,8392,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1444,8351,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1445,8665,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1446,9101,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1447,8731,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1448,8284,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1449,8162,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1450,8732,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1451,7959,Hedensted,33,Vestjylland,9,Midtjylland,4,Danmark,1
1452,8569,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1453,8487,Favrskov,17,Vestjylland,9,Midtjylland,4,Danmark,1
1454,7028,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1455,8631,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
1456,8742,Holstebro,40,Sydjylland,8,Syddanmark,3,Danmark,1
1457,8532,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1458,8466,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1459,9102,Favrskov,17,Vestjylland,9,Midtjylland,4,Danmark,1
1460,7187,Ballerup,7,Bornholm,4,Hovedstaden,1,Danmark,1
1461,8370,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1462,7665,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1463,7455,Frederikssund,23,Østsjælland,5,Sjælland,2,Danmark,1
1464,7117,Gentofte,25,Bornholm,4,Hovedstaden,1,Danmark,1
1465,7043,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1466,7962,Hedensted,33,Vestjylland,9,Midtjylland,4,Danmark,1
1467,8808,Herning,36,Sydjylland,8,Syddanmark,3,Danmark,1
1468,9056,Aabenraa,1,Nordjylland,11,Nordjylland,5,Danmark,1
1469,8769,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1470,8386,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
1471,9119,Herning,36,Sydjylland,8,Syddanmark,3,Danmark,1
1472,7595,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1473,7264,Odsherred,68,Københavns omegn,2,Hovedstaden,1,Danmark,1
1474,8698,Morsø,61,Fyn,7,Syddanmark,3,Danmark,1
1475,8835,Holstebro,40,Sydjylland,8,Syddanmark,3,Danmark,1
1476,9014,Aabenraa,1,Nordjylland,11,Nordjylland,5,Danmark,1
1477,8257,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
1478,7080,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1479,8528,Viborg,96,Sydjylland,8,Syddanmark,3,Danmark,1
1480,7686,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
1481,7003,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
1482,7768,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1483,7663,Lolland,56,Københavns omegn,2,Hovedstaden,1,Danmark,1
1484,7299,Holbæk,39,Københavns omegn,2,Hovedstaden,1,Danmark,1
1485,8265,Norddjurs,62,Vestjylland,9,Midtjylland,4,Danmark,1
1486,8854,Struer,84,Sydjylland,8,Syddanmark,3,Danmark,1
1487,8458,Hjørring,38,Fyn,7,Syddanmark,3,Danmark,1
1488,8295,Rebild,70,Fyn,7,Syddanmark,3,Danmark,1
1489,8661,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1490,9269,Vejen,93,Nordjylland,11,Nordjylland,5,Danmark,1
1491,7567,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1492,8273,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1493,7558,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1494,9125,Herning,36,Sydjylland,8,Syddanmark,3,Danmark,1
1495,7387,Sorø,82,Københavns omegn,2,Hovedstaden,1,Danmark,1
1496,7849,Nordfyns,63,Østjylland,10,Midtjylland,4,Danmark,1
1497,7596,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1498,7319,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
1499,8655,Struer,84,Sydjylland,8,Syddanmark,3,Danmark,1
1500,8763,Ringkøbing-Skjern,71,Sydjylland,8,Syddanmark,3,Danmark,1
1501,7758,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
1502,7140,Rødovre,75,Bornholm,4,Hovedstaden,1,Danmark,1
1503,7141,Hvidovre,42,Bornholm,4,Hovedstaden,1,Danmark,1
1504,7431,Gribskov,29,Østsjælland,5,Sjælland,2,Danmark,1
1505,8173,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
1506,8646,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
1507,7553,Bornholm,9,Vest- og Sydsjælland,6,Sjælland,2,Danmark,1
1508,7704,Langeland,53,Østjylland,10,Midtjylland,4,Danmark,1
1509,9089,Ballerup,7,Bornholm,4,Hovedstaden,1,Danmark,1
1510,7143,Hvidovre,42,Bornholm,4,Hovedstaden,1,Danmark,1
1511,7833,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
1512,8286,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1513,9052,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1514,8269,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
1515,7238,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
1516,9047,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
1517,8946,Haderslev,31,Nordjylland,11,Nordjylland,5,Danmark,1
1518,8099,Odder,66,Vestjylland,9,Midtjylland,4,Danmark,1
1519,7576,Guldborgsund,30,Københavns omegn,2,Hovedstaden,1,Danmark,1
1520,7417,Hillerød,37,Østsjælland,5,Sjælland,2,Danmark,1
1521,7317,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
1522,9150,Jammerbugt,47,Fyn,7,Syddanmark,3,Danmark,1
1523,8730,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
